2023-11-27 12:18:06,374 | INFO  | OMAudit | user=hadoop | ip=172.18.0.3 | op=CREATE_VOLUME {admin=hadoop, owner=hadoop, volume=volume1, creationTime=1701087486261, modificationTime=1701087486261, quotaInBytes=109951162777600, quotaInNamespace=100, usedNamespace=0, objectID=-9223372036854775552, updateID=1} | ret=SUCCESS |  
2023-11-27 12:18:09,651 | INFO  | OMAudit | user=hadoop | ip=172.18.0.3 | op=CREATE_BUCKET {volume=volume1, bucket=bucket1, bucketLayout=FILE_SYSTEM_OPTIMIZED, gdprEnabled=null, acls=[user:hadoop:a[ACCESS], group:hadoop:a[ACCESS]], isVersionEnabled=false, storageType=DISK, creationTime=1701087489634, bucketEncryptionKey=null, modificationTime=1701087489634, usedBytes=0, usedNamespace=0} | ret=SUCCESS |  
2023-11-27 12:18:14,842 | INFO  | OMAudit | user=hadoop | ip=172.18.0.3 | op=CREATE_DIRECTORY {volume=volume1, bucket=bucket1, key=input, dataSize=0, replicationType=NONE, replicationFactor=ZERO} | ret=SUCCESS |  
2023-11-27 12:18:17,711 | INFO  | OMAudit | user=hadoop | ip=172.18.0.3 | op=ALLOCATE_KEY {volume=volume1, bucket=bucket1, key=input/key1, dataSize=22179, replicationType=NONE, replicationFactor=ZERO} | ret=SUCCESS |  
2023-11-27 12:18:19,666 | INFO  | OMAudit | user=hadoop | ip=172.18.0.3 | op=COMMIT_KEY {volume=volume1, bucket=bucket1, key=input/key1, dataSize=22179, replicationType=RATIS, replicationFactor=THREE} | ret=SUCCESS |  
2023-11-27 12:18:22,641 | INFO  | OMAudit | user=hadoop | ip=172.18.0.3 | op=ALLOCATE_KEY {volume=volume1, bucket=bucket1, key=input/key2, dataSize=17289, replicationType=NONE, replicationFactor=ZERO} | ret=SUCCESS |  
2023-11-27 12:18:24,225 | INFO  | OMAudit | user=hadoop | ip=172.18.0.3 | op=COMMIT_KEY {volume=volume1, bucket=bucket1, key=input/key2, dataSize=17289, replicationType=RATIS, replicationFactor=THREE} | ret=SUCCESS |  
2023-11-27 12:18:27,120 | INFO  | OMAudit | user=hadoop | ip=172.18.0.3 | op=ALLOCATE_KEY {volume=volume1, bucket=bucket1, key=input/key3, dataSize=4068, replicationType=NONE, replicationFactor=ZERO} | ret=SUCCESS |  
2023-11-27 12:18:28,853 | INFO  | OMAudit | user=hadoop | ip=172.18.0.3 | op=COMMIT_KEY {volume=volume1, bucket=bucket1, key=input/key3, dataSize=4068, replicationType=RATIS, replicationFactor=THREE} | ret=SUCCESS |  
2023-11-27 12:18:31,535 | INFO  | OMAudit | user=hadoop | ip=172.18.0.3 | op=CREATE_DIRECTORY {volume=volume1, bucket=bucket1, key=user, dataSize=0, replicationType=NONE, replicationFactor=ZERO} | ret=SUCCESS |  
2023-11-27 12:18:33,849 | INFO  | OMAudit | user=hadoop | ip=172.18.0.3 | op=CREATE_DIRECTORY {volume=volume1, bucket=bucket1, key=user/hadoop, dataSize=0, replicationType=NONE, replicationFactor=ZERO} | ret=SUCCESS |  
