2025-07-21 07:36:06,508 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=CREATE_VOLUME {admin=testuser, owner=testuser, volume=vol1, creationTime=1753083303387, modificationTime=1753083303387, quotaInBytes=-1, quotaInNamespace=-1, usedNamespace=0, objectID=-9223372036854775552, updateID=1, Transaction=1} | ret=SUCCESS |  
2025-07-21 07:36:06,523 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=CREATE_BUCKET {volume=vol1, bucket=bucket1, bucketLayout=FILE_SYSTEM_OPTIMIZED, gdprEnabled=null, acls=[user:testuser:a[ACCESS], group:testuser:rl[ACCESS]], isVersionEnabled=false, storageType=DISK, creationTime=1753083306911, bucketEncryptionKey=null, modificationTime=1753083306911, usedBytes=0, usedNamespace=0, owner=testuser, replicationType=null, replicationConfig=null, quotaInBytes=-1, quotaInNamespace=-1, Transaction=2} | ret=SUCCESS |  
2025-07-21 07:36:06,613 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {volume=vol1, bucket=bucket1, key=isnlusd1bi/4, dataSize=268435456, replicationType=NONE, Transaction=3} | ret=SUCCESS |  
2025-07-21 07:36:06,617 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {volume=vol1, bucket=bucket1, key=isnlusd1bi/8, dataSize=268435456, replicationType=NONE, Transaction=4} | ret=SUCCESS |  
2025-07-21 07:36:06,619 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {volume=vol1, bucket=bucket1, key=isnlusd1bi/5, dataSize=268435456, replicationType=NONE, Transaction=5} | ret=SUCCESS |  
2025-07-21 07:36:06,621 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {volume=vol1, bucket=bucket1, key=isnlusd1bi/3, dataSize=268435456, replicationType=NONE, Transaction=6} | ret=SUCCESS |  
2025-07-21 07:36:06,623 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {volume=vol1, bucket=bucket1, key=isnlusd1bi/7, dataSize=268435456, replicationType=NONE, Transaction=7} | ret=SUCCESS |  
2025-07-21 07:36:06,624 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {volume=vol1, bucket=bucket1, key=isnlusd1bi/0, dataSize=268435456, replicationType=NONE, Transaction=8} | ret=SUCCESS |  
2025-07-21 07:36:06,626 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {volume=vol1, bucket=bucket1, key=isnlusd1bi/6, dataSize=268435456, replicationType=NONE, Transaction=9} | ret=SUCCESS |  
2025-07-21 07:36:06,628 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {volume=vol1, bucket=bucket1, key=isnlusd1bi/1, dataSize=268435456, replicationType=NONE, Transaction=10} | ret=SUCCESS |  
2025-07-21 07:36:06,630 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {volume=vol1, bucket=bucket1, key=isnlusd1bi/9, dataSize=268435456, replicationType=NONE, Transaction=11} | ret=SUCCESS |  
